city_name_eng,hate_crime_log,logvk,logspbsu2,logspbsu1,logspbsu3,logpop,disttopiter,disttomoscow,logwage11,wage,University_exists,lognet11b,fract11b,ldpr_03,protesters_log
Kansk,0,10.0150737762451,0.6931471824646,0,0,4.68674993515015,3708,3505,9.79951477050781,18047,0,11.2229843139648,0.419046550989151,0.100044026970863,0
Lesosibirsk,0,9.78323936462402,0,0,0,4.23700094223022,3424,3242,9.88690090179443,18047,0,11.3060417175293,0.34105372428894,0.129710510373116,0
Minusinsk,0,9.88923645019531,0,0,0,4.26268005371094,3658,3391,9.82303619384766,18047,0,11.332181930542,0.360842138528824,0.121604040265083,0
Nazarovo,0,9.20381927490234,0,0,0,4.15418434143066,3445,3210,9.84177207946777,18047,0,11.2333250045776,0.228251755237579,0.117450721561909,0
Noril'sk,0,10.4562511444092,2.4849066734314,1.94591009616852,2.30258512496948,4.93447399139404,2817,2881,10.8858842849731,18047,0,11.2787189483643,0.492640465497971,0.160622894763947,0
Sosnovoborsk,0,8.95493221282959,0,0,0,3.4499876499176,3592,3376,9.82736206054688,18047,0,11.3211059570313,0.17004868388176,0.113720640540123,0
Sharypovo,0,9.17159938812256,0,0,0.6931471824646,3.77734804153442,3411,3161,9.94116878509521,18047,0,11.2337827682495,0.221987381577492,0.144410982728004,0
Zelenogorsk,0,9.43076038360596,0.6931471824646,0.6931471824646,0.6931471824646,4.25561285018921,3657,3447,10.1152610778809,18047,0,11.2599782943726,0.269517838954926,0.156391397118568,0
Vladivostok,6.35610771179199,11.9105939865112,2.30258512496948,1.3862943649292,2.4849066734314,6.40092182159424,2176,2198,10.3460235595703,17347,1,12.1434345245361,0.329146534204483,0.166139245033264,6.35610771179199
Arsen'ev,0,8.24512195587158,0,1.0986123085022,0,4.19268035888672,2093,2148,9.93095684051514,17347,0,11.1240711212158,0.106047332286835,0.203796327114105,0
Artem,0,8.78996467590332,0.6931471824646,0,1.0986123085022,4.21360778808594,2177,2218,10.1443138122559,17347,0,11.1548509597778,0.170241996645927,0.173077493906021,0
Dal'negorsk,0,7.63916110992432,0,0,0,3.83945226669312,2041,2096,9.79512214660645,17347,0,11.1951141357422,0.0554524324834347,0.209564328193665,0
Dal'nerechensk,0,7.3670768737793,0,0,0.6931471824646,3.52046084403992,1903,1985,9.82254886627197,17347,0,11.2035503387451,0.042183056473732,0.214488863945007,0
Lesozavodsk,0,7.46679925918579,0,0,0,3.83514189720154,1961,2039,9.9595365524292,17347,0,11.1651668548584,0.0482750870287418,0.225291594862938,0
Nahodka,0,9.77832126617432,0.6931471824646,1.7917594909668,1.0986123085022,5.05497121810913,2207,2224,10.2963399887085,17347,0,10.9726543426514,0.422298401594162,0.228082194924355,0
Partizansk,0,7.48605251312256,0,0,0,3.86072969436646,2201,2238,10.1338052749634,17347,0,11.2016429901123,0.0474717989563942,0.211776971817017,0
Spassk-Dal'nij,0,7.87967014312744,0,0,0.6931471824646,4.03246927261353,2030,2083,9.86375904083252,17347,0,11.1316328048706,0.0743753015995026,0.210286274552345,0
Ussurijsk,0,9.89535427093506,0.6931471824646,0.6931471824646,0,5.06512355804443,2105,2139,10.0800008773804,17347,0,10.9669628143311,0.450353443622589,0.196437433362007,0
