date,doge_price,google_interest,google_interest_musk
2021-01-28T18:33:00Z,-0.0642379936198844,-0.234860233397569,26589.5075703734
2021-01-28T18:34:00Z,-0.0655879367101834,-0.231748826811816,26594.7364918545
2021-01-28T18:35:00Z,-0.0470958906297338,-0.257238606709251,26551.8992560318
2021-01-28T18:36:00Z,-0.0255734083994743,-0.246501191578238,26569.9441817214
2021-01-28T18:37:00Z,-0.00812090326119994,-0.237307851540841,26585.3941886169
2021-01-28T18:38:00Z,-0.00747691178176403,-0.240961867917904,26579.2533760295
2021-01-28T18:39:00Z,-0.0047356532516061,-0.215428315114301,26622.1641750729
2021-01-28T18:40:00Z,-0.0252151978944964,-0.237850067256505,26584.4829597804
2021-01-28T18:41:00Z,-0.00637601284674073,-0.235310696647976,26588.7505375326
2021-01-28T18:42:00Z,0.0128032280518812,-0.233230754281352,26592.2460161917
2021-01-28T18:43:00Z,-0.00405735448417623,-0.210961201849127,26629.6714499555
2021-01-28T18:44:00Z,0.000955556747382732,-0.204056438232394,26641.2753550712
2021-01-28T18:45:00Z,0.00270185250738631,-0.164239615988697,26708.1901189894
2021-01-28T18:46:00Z,-0.0206003864779811,-0.180709941781388,26680.5106634234
2021-01-28T18:47:00Z,-0.0361491406374556,-0.18525034616864,26672.8802180351
2021-01-28T18:48:00Z,-0.0752746605372403,-0.118948633702147,26784.304565511
2021-01-28T18:49:00Z,-0.0899473804844036,-0.0860033908731655,26839.671192527
2021-01-28T18:50:00Z,-0.0522800578818026,-0.0942244962531005,26825.8550893162
2021-01-28T18:51:00Z,-0.037535626429252,-0.109519999250205,26800.15
2021-01-28T18:52:00Z,-0.0330571243063403,-0.111485664392174,26796.8465716623
2021-01-28T18:53:00Z,-0.0342479998205212,-0.101304577513712,26813.9565514777
2021-01-28T18:54:00Z,-0.0318922296257466,-0.0880856729778199,26836.1717817857
2021-01-28T18:55:00Z,-0.031583641292405,-0.0936908346199641,26826.7519424597
2021-01-28T18:56:00Z,-0.0313763544114786,-0.070862503485528,26865.116440238
2021-01-28T18:57:00Z,-0.068994653145968,-0.0693226937841152,26867.7041907626
2021-01-28T18:58:00Z,-0.0704872605394442,-0.0811452750648304,26847.8355726579
2021-01-28T18:59:00Z,-0.0679641861657645,-0.057967010081909,26886.7881570674
2021-01-28T19:00:00Z,-0.00856948607973349,-0.0767122268711811,26855.2855989684
2021-01-28T19:01:00Z,-0.0113933363686817,-0.0880305050166129,26836.2644951388
2021-01-28T19:02:00Z,-0.0115006790144602,-0.0758605997624876,26856.7168138096
2021-01-28T19:03:00Z,-0.0120588839130043,-0.0850929787089237,26841.201199484
2021-01-28T19:04:00Z,-0.0112977287000861,-0.0672306539523757,26871.22
2021-01-28T19:05:00Z,-0.00859494608154001,-0.0636045324747478,26877.3139333915
2021-01-28T19:06:00Z,-0.0294339592373363,-0.0678887807466368,26870.1139750441
2021-01-28T19:07:00Z,-0.0303934015443945,-0.0663361383799282,26872.7232916988
2021-01-28T19:08:00Z,-0.0294327260640575,-0.0548566226750311,26892.015365752
2021-01-28T19:09:00Z,-0.010064377181096,-0.0548484830862825,26892.0290448612
2021-01-28T19:10:00Z,-0.00995742281944288,-0.0637239675939307,26877.1132148923
2021-01-28T19:11:00Z,0.00956291137774719,-0.0614741164210983,26880.8942363701
